ID,Input,Expected,English,Intent,Correct,Flags,Trans Time,LLM Time,Total Time
gen_159,දේශපාලන පිටුව පෙරලන්න,NAVIGATE_SECTION,Political page to be forwarded,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.503,3.855,5.358
gen_160,ක්‍රීඩා පුවත් තියෙන තැනට යන්න,NAVIGATE_SECTION,Go where there's sports news.,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",1.702,3.837,5.539
gen_161,අද ප්‍රධාන ප්‍රවෘත්ති මොනවද,READ_HEADLINES,What's the big news today?,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",1.711,3.94,5.651
gen_162,සිරස්තල විතරක් කියවන්න,READ_HEADLINES,Read the headlines,READ_HEADLINES,True,"{""language_style"": ""simple""}",0.992,3.894,4.886
gen_163,මුල් පිටුවේ සිරස්තල කියවන්න,READ_HEADLINES,Read the headlines of the original page,READ_HEADLINES,True,"{""language_style"": ""simple""}",1.676,3.9,5.576
gen_164,ඊළඟ පුවතට යන්න,NEXT_ARTICLE,Go to the next post.,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",1.375,3.874,5.25
gen_165,ඊළඟට තියෙන ප්‍රවෘත්තිය කියවන්න,NEXT_ARTICLE,Read the next news .,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",1.228,3.851,5.079
gen_166,මේක ඉවරයි ඊළඟ එකට යමු,NEXT_ARTICLE,This is over . Let 's go to the next one .,NEXT_PAGE,False,"{""language_style"": ""simple""}",2.602,3.926,6.529
gen_167,ආයෙත් කලින් ප්‍රවෘත්තියට යන්න,PREVIOUS_ARTICLE,Go back to the news .,PREVIOUS_ARTICLE,True,"{""language_style"": ""simple""}",1.437,3.884,5.321
gen_168,පෙර පුවත කියවන්න,PREVIOUS_ARTICLE,Read the previous posts,PREVIOUS_ARTICLE,True,"{""language_style"": ""simple""}",1.218,3.954,5.172
gen_169,මේ සම්පූර්ණ ප්‍රවෘත්තියම කියවන්න,READ_ARTICLE,Read the full news.,READ_ARTICLE,True,"{""language_style"": ""simple""}",1.149,3.738,4.887
gen_170,මේ ලිපිය කියවන්න පටන් ගන්න,READ_ARTICLE,Start reading this article,READ_ARTICLE,True,"{""speed"": ""fast""}",1.0,3.729,4.729
gen_171,හ්ම් මට මේකේ තියෙන ඔක්කොම විස්තර අහන්න වෙලාවක් නෑ ඒ නිසා සාරාංශයක් විතරක් දෙන්න,SUMMARIZE,I don't have time to ask all the details so just give me a summary.,SUMMARIZE,True,"{""detail_level"": ""brief""}",3.601,4.114,7.715
gen_172,ඒක නම් මට හරියටම තේරුනේ නෑ කරුණාකරලා ඒක තව ටිකක් පැහැදිලි කරලා දෙනවද,EXPLAIN,"If that's the case, I don't understand. Please explain it a little more.",EXPLAIN,True,{},3.722,3.69,7.412
gen_173,ඇත්තටම මට ඕනේ අද පත්තරේ තියෙන ප්‍රධානම සිරස්තල ටික විතරක් අහගන්න,READ_HEADLINES,I really just want to hear some of the main headlines in today's paper.,READ_HEADLINES,True,"{""language_style"": ""simple""}",3.509,4.142,7.652
gen_174,මට මේ වචන ටිකක් අමාරුයි වගේ පුළුවන් නම් මේක ඉතාමත් සරලව මට කියල දෙන්න,SIMPLIFY,I find these words a little difficult if I can explain it very simply.,EXPLAIN,False,"{""language_style"": ""simple""}",2.903,3.93,6.833
gen_175,අර කලින් කියවපු ප්‍රවෘත්තියට ආපහු ගිහිල්ලා ඒකේ ඉතුරු ටික කියවන්න පුළුවන්ද,PREVIOUS_ARTICLE,Go back to the news you read before and read the rest of it.,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",2.978,4.178,7.156
gen_176,ඔතනින් පොඩ්ඩක් නවත්වලා මට කියන්න අර ඡේදයේ තේරුම මොකක්ද කියලා,EXPLAIN,Stop there and tell me what that verse means.,EXPLAIN,True,"{""language_style"": ""simple""}",2.063,4.052,6.116
gen_177,මේ පිටුව නම් කියවලා ඉවරයි අපි දැන් ඊළඟ පිටුවට යමු නේද,NEXT_PAGE,This page is finished. Let's go to the next page.,NEXT_PAGE,True,"{""language_style"": ""simple""}",2.748,3.94,6.688
gen_178,මේකේ අදහස මට තේරෙන්නේ නෑ ඔයාට පුළුවන්ද වෙන විදිහකට මේක කියන්න,REPHRASE,I don't understand the idea of this. Can you tell me this any other way?,EXPLAIN,False,{},3.439,3.847,7.286
gen_179,අද පත්තරේ ක්‍රීඩා ගැන තියෙන ප්‍රවෘත්ති තියෙන පිටුවට කෙලින්ම යන්න පුළුවන්ද,NAVIGATE_SECTION,Can you go directly to the page with the news about the games in today 's newspaper ?,NEXT_PAGE,False,"{""language_style"": ""simple""}",3.46,4.0,7.46
gen_180,මේ පුවතේ පසුබිම ගැන මට තව ටිකක් දැනගන්න ඕනේ ඒක පැහැදිලි කරන්න,EXPLAIN,I need to know more about the background of this newsletter .,IDENTIFY_CONTENT,False,"{""language_style"": ""simple""}",2.654,4.131,6.784
gen_181,හ්ම් ඊළඟට,NEXT_PAGE,Hmm next .,NEXT_PAGE,True,"{""language_style"": ""simple""}",0.816,3.723,4.539
gen_182,අ ආයෙත් කියන්න,REPEAT,I'll say it again.,REPEAT,True,"{""speed"": ""fast""}",1.545,3.731,5.277
gen_183,නෑ නෑ කලින් එක,PREVIOUS_ARTICLE,"No, not the last one.",NEXT_PAGE,False,"{""language_style"": ""simple""}",1.658,3.751,5.409
gen_184,ආ සාරාංශය,SUMMARIZE,The following is the summary:,SUMMARIZE,True,"{""language_style"": ""simple""}",1.512,3.784,5.296
gen_185,පොඩ්ඩක් ඉන්න නවතින්න,STOP,"Wait a minute , stop .",STOP,True,"{""speed"": ""fast""}",1.276,3.627,4.903
gen_186,ඒ කියන්නේ පැහැදිලි කරන්න,EXPLAIN,That means make it clear.,EXPLAIN,True,"{""language_style"": ""simple""}",1.356,3.805,5.161
gen_187,හ්ම් සරලව,SIMPLIFY,"Oh , that 's simple .",SIMPLIFY,True,"{""language_style"": ""simple""}",1.557,3.921,5.479
gen_188,ඔව් ඊළඟ එක,NEXT_ARTICLE,"Yeah, the next one.",NEXT_ARTICLE,True,"{""language_style"": ""simple""}",1.434,3.897,5.33
gen_189,අ මුලට,GO_TO_START,A to the bottom,GO_TO_END,False,"{""language_style"": ""simple""}",1.007,3.866,4.872
gen_190,හරි සිරස්තල,READ_HEADLINES,"Okay, headline.",READ_HEADLINES,True,"{""language_style"": ""simple""}",1.37,3.854,5.225
gen_191,සම්පූර්ණ පුවතම අහන්න ඕනේ,READ_ARTICLE,I need to hear the full story .,READ_ARTICLE,True,"{""language_style"": ""simple""}",1.794,3.918,5.712
gen_192,මේකෙ ඇතුලේ මොනවද තියෙන්නේ කියලා කෙටියෙන් කියන්න,IDENTIFY_CONTENT,Tell me what's inside this.,SUMMARIZE,False,"{""language_style"": ""simple""}",1.652,3.788,5.44
gen_193,පිටු අංක විස්සට යන්න,NAVIGATE_PAGE_NUMBER,I'm going to go to page number twenty.,NEXT_PAGE,False,"{""language_style"": ""simple""}",2.388,3.825,6.214
gen_194,අවසන් ප්‍රවෘත්තියට යන්න,GO_TO_END,Go to the final news .,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.325,3.765,5.09
gen_195,ව්‍යාපාරික පුවත් තියෙන තැන කොහෙද,NAVIGATE_SECTION,Where's the business news?,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",1.513,3.891,5.404
gen_196,මේ වාක්‍යය වෙනස් වචන වලින් හදලා කියන්න,REPHRASE,Make this sentence different words,REPHRASE,True,"{""language_style"": ""simple""}",1.202,3.886,5.088
gen_197,පෙර පිටුවට ගිහින් ආයේ කියවන්න,PREVIOUS_PAGE,Go to the previous page and read it again,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.945,3.837,5.782
gen_198,මොකක්ද ඒ කිව්වේ මට ඇහුනේ නෑ,REPEAT,What did you say I didn't hear?,REPEAT,True,"{""speed"": ""slow""}",1.983,4.891,6.874
gen_199,මේක තවදුරටත් සරල කරන්න,SIMPLIFY,Make this even simpler.,SIMPLIFY,True,"{""language_style"": ""simple""}",1.937,4.859,6.797
gen_200,දැන් පත්තරේ කියවන එක නවත්වන්න,STOP,Now stop reading the paper,STOP,True,"{""speed"": ""fast""}",1.405,4.487,5.892
gen_201,ඊළඟට තියෙන පිටුවට යමු,NEXT_PAGE,Let's go to the next page.,NEXT_PAGE,True,"{""language_style"": ""simple""}",1.154,4.577,5.731
gen_202,තව ඉස්සරහට යන්න,NEXT_PAGE,Go further ahead,NEXT_PAGE,True,"{""language_style"": ""simple""}",0.971,4.604,5.575
gen_203,පිටුවක් ඉස්සරහට පෙරලන්න,NEXT_PAGE,Turn to the front of the page,GO_TO_START,False,"{""language_style"": ""simple""}",1.757,4.407,6.164
gen_204,ඊළඟ පිටුව මොකක්ද,NEXT_PAGE,What's next?,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",1.436,4.324,5.761
gen_205,මේ පිටුව කියවලා ඉවරයි ඊළඟ එකට,NEXT_PAGE,I've read this page and finished the next one.,NEXT_PAGE,True,"{""language_style"": ""simple""}",2.796,4.636,7.432
gen_206,ආපහු කලින් තිබ්බ පිටුවට යන්න,PREVIOUS_PAGE,Back to the old page,PREVIOUS_PAGE,True,"{""language_style"": ""simple""}",1.42,4.554,5.974
gen_207,පස්සට පිටුවක් පෙරලන්න,PREVIOUS_PAGE,Turn a page back,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.222,4.338,5.56
gen_208,පෙර පිටුවට ආපහු යමු,PREVIOUS_PAGE,Let's go back to the previous page,PREVIOUS_PAGE,True,"{""language_style"": ""simple""}",2.213,4.516,6.729
gen_209,කලින් පිටුවට යන්න පුළුවන්ද,PREVIOUS_PAGE,Can you go to the previous page?,PREVIOUS_PAGE,True,"{""language_style"": ""simple""}",2.08,4.622,6.702
gen_210,ආපස්සට යන්න පිටුවක්,PREVIOUS_PAGE,Back to the page,PREVIOUS_PAGE,True,"{""language_style"": ""simple""}",1.231,4.708,5.938
gen_211,ඊළඟ ප්‍රවෘත්තියට යමු,NEXT_ARTICLE,Let's get to the next news.,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",2.234,4.794,7.028
gen_212,මේකට පස්සේ තියෙන ලිපිය කියවන්න,NEXT_ARTICLE,Read the article on this later.,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",1.864,4.654,6.518
gen_213,ඊළඟ පුවත,NEXT_ARTICLE,Next post,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",0.852,4.563,5.415
gen_214,වෙනත් ප්‍රවෘත්තියක් කියවන්න,NEXT_ARTICLE,Read another news,NEXT_ARTICLE,True,"{""language_style"": ""simple""}",1.051,4.648,5.699
gen_215,මේක ඉවරයි ඊළඟ එක,NEXT_ARTICLE,This is over . The next one .,NEXT_PAGE,False,"{""language_style"": ""simple""}",2.048,4.825,6.873
gen_216,කලින් කියවපු ප්‍රවෘත්තිය ආයේ ගන්න,PREVIOUS_ARTICLE,Read the news again,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",1.183,4.692,5.875
gen_217,පෙර පුවතට ආපහු යන්න,PREVIOUS_ARTICLE,Back to the previous post,PREVIOUS_ARTICLE,True,"{""language_style"": ""simple""}",1.325,4.827,6.152
gen_218,මීට කලින් තිබ්බ එක,PREVIOUS_ARTICLE,It was a long time ago .,EXPLAIN,False,"{""detail_level"": ""detailed""}",1.807,4.672,6.479
gen_219,අර කලින් ලිපියට යමු,PREVIOUS_ARTICLE,Let's go to that previous article.,PREVIOUS_ARTICLE,True,"{""language_style"": ""simple""}",2.239,4.84,7.079
gen_220,පස්සට ගිහින් කලින් පුවත ගන්න,PREVIOUS_ARTICLE,Go back and get some news .,PREVIOUS_ARTICLE,True,"{""language_style"": ""simple""}",1.932,4.738,6.67
gen_221,මේක කෙටි කරලා කියන්න,SUMMARIZE,Let me make this short .,SUMMARIZE,True,"{""language_style"": ""simple""}",1.634,4.504,6.139
gen_222,ලිපියේ සාරාංශය මට දෙන්න,SUMMARIZE,Give me the summary of the article,SUMMARIZE,True,"{""language_style"": ""simple""}",1.956,4.593,6.549
gen_223,ප්‍රධාන කරුණු ටික විතරක් කියන්න,SUMMARIZE,Just tell me the main points.,SUMMARIZE,True,"{""language_style"": ""simple""}",1.784,4.48,6.264
gen_224,මේ මුළු පුවතම සාරාංශ කරන්න පුළුවන්ද,SUMMARIZE,Can you summarize the whole story?,SUMMARIZE,True,"{""language_style"": ""simple""}",2.228,4.582,6.811
gen_225,ලොකුවට ඕනේ නෑ කෙටියෙන් කියන්න,SUMMARIZE,It's not necessary to say it briefly.,EXPLAIN,False,"{""language_style"": ""technical""}",2.687,4.467,7.154
gen_226,මේකේ අගමුල කෙටියෙන් පැහැදිලි කරන්න,SUMMARIZE,Explain briefly the basics of this.,EXPLAIN,False,"{""language_style"": ""simple""}",2.682,4.569,7.251
gen_227,සාරාංශයක් විදිහට කියවන්න,SUMMARIZE,Read it as a summary .,SUMMARIZE,True,"{""language_style"": ""simple""}",1.873,4.594,6.467
gen_228,මට කෙටි සාරාංශයක් ඕනේ,SUMMARIZE,I need a short summary .,SUMMARIZE,True,"{""language_style"": ""simple""}",1.864,4.564,6.428
gen_229,වැදගත් දේවල් ටික විතරක් කියන්න,SUMMARIZE,Just tell me a few important things .,SUMMARIZE,True,"{""language_style"": ""simple""}",2.085,4.818,6.903
gen_230,මේකේ සාරාංශය අහන්නයි ඕනේ,SUMMARIZE,I need to hear the summary of this .,SUMMARIZE,True,"{""language_style"": ""simple""}",2.502,4.93,7.431
gen_231,මට මේක තේරුම් ගන්න අමාරුයි පැහැදිලි කරලා දෙන්න,EXPLAIN,I find this hard to understand. Explain it.,EXPLAIN,True,"{""language_style"": ""simple""}",2.931,4.912,7.843
gen_232,මේ ඡේදය විස්තර කරන්න,EXPLAIN,Describe this paragraph,EXPLAIN,True,"{""language_style"": ""simple""}",1.207,4.612,5.819
gen_233,මේ කරුණ තවදුරටත් පැහැදිලි කරන්න පුළුවන්ද,EXPLAIN,Can you explain this further?,EXPLAIN,True,"{""language_style"": ""simple""}",1.927,4.666,6.592
gen_234,මොකක්ද මේකෙන් අදහස් කරන්නේ,EXPLAIN,What does this mean?,EXPLAIN,True,"{""language_style"": ""simple""}",1.437,4.66,6.097
gen_235,මේකේ තේරුම මට විස්තර කරලා දෙන්න,EXPLAIN,Let me know what this means .,IDENTIFY_CONTENT,False,"{""language_style"": ""simple""}",1.864,4.788,6.653
gen_236,මේ ප්‍රවෘත්තියේ පසුබිම පැහැදිලි කරන්න,EXPLAIN,Explain the background of this news.,EXPLAIN,True,"{""language_style"": ""simple""}",2.324,4.75,7.075
gen_237,මට පැහැදිලි මදි තව විස්තර කරන්න,EXPLAIN,I can't explain it.,EXPLAIN,True,"{""language_style"": ""simple""}",1.887,4.44,6.327
gen_238,මේක තව ටිකක් ගැඹුරින් පැහැදිලි කරන්න,EXPLAIN,Explain this a little more in depth.,EXPLAIN,True,"{""language_style"": ""simple""}",2.422,4.506,6.927
gen_239,මේ සිද්ධිය ගැන තව විස්තර කියන්න,EXPLAIN,Tell me more about this incident,EXPLAIN,True,"{""detail_level"": ""detailed""}",1.564,4.632,6.196
gen_240,මේකේ තේරුම හොඳටම පැහැදිලි කරන්න,EXPLAIN,Explain this to me clearly.,EXPLAIN,True,"{""language_style"": ""simple""}",2.013,4.505,6.518
gen_241,ගොඩක් අමාරු වචන තියෙන්නේ සරලව කියන්න,SIMPLIFY,There are a lot of hard words to say simply.,SIMPLIFY,True,"{""language_style"": ""simple""}",2.48,4.817,7.297
gen_242,මට තේරෙන විදිහට ලේසි වචන වලින් කියන්න,SIMPLIFY,I understand that it's easy to say.,EXPLAIN,False,"{""language_style"": ""simple""}",2.466,4.529,6.995
gen_243,මේක සරල කරන්න පුළුවන්ද,SIMPLIFY,Can you make this simple?,SIMPLIFY,True,"{""language_style"": ""simple""}",1.606,4.508,6.114
gen_244,අමාරු වචන අයින් කරලා සරලව කියන්න,SIMPLIFY,Remove the hard words and say it simply,SIMPLIFY,True,"{""language_style"": ""simple""}",2.243,4.611,6.854
gen_245,තව ටිකක් සරල භාෂාවෙන් කියන්න,SIMPLIFY,Tell me in a simple language,SIMPLIFY,True,"{""language_style"": ""simple""}",1.573,4.553,6.126
gen_246,පොඩි කෙනෙකුට වගේ සරලව පැහැදිලි කරන්න,SIMPLIFY,Just explain it like a little kid .,EXPLAIN,False,"{""language_style"": ""simple""}",2.053,4.674,6.727
gen_247,මේක සරලව තේරුම් කරලා දෙන්න,SIMPLIFY,Let me explain this very simply.,EXPLAIN,False,"{""language_style"": ""simple""}",1.827,4.647,6.474
gen_248,සංකීර්ණ වැඩියි සරලව කියන්න,SIMPLIFY,It's too complicated to say.,SIMPLIFY,True,"{""language_style"": ""simple""}",2.271,4.683,6.954
gen_249,මේ ලිපිය සරල භාෂාවකට හරවන්න,SIMPLIFY,Translate this article into simple langage,SIMPLIFY,True,"{""language_style"": ""simple""}",2.117,4.844,6.962
gen_250,ඉතාමත් සරලව මේක කියවන්න,SIMPLIFY,Very simply read this,SIMPLIFY,True,"{""language_style"": ""simple""}",1.275,4.786,6.061
gen_251,මේ වාක්‍යය වෙනස් විදිහකට කියන්න,REPHRASE,Say this sentence differently,REPHRASE,True,"{""language_style"": ""simple""}",1.361,5.109,6.47
gen_252,වෙනත් වචන පාවිච්චි කරලා මේක කියන්න,REPHRASE,"In other words, use this to say",EXPLAIN,False,"{""language_style"": ""simple""}",0.703,4.688,5.391
gen_253,ඔය අදහසම වෙන විදිහකින් කියන්න පුළුවන්ද,REPHRASE,Can you tell me the same idea in another way ?,REPHRASE,True,{},2.718,4.607,7.325
gen_254,මේක වෙනස් ආකාරයකට කියවන්න,REPHRASE,Read this differently.,REPHRASE,True,"{""language_style"": ""simple""}",1.433,4.785,6.218
gen_255,වෙනත් විදිහකට පැහැදිලි කරන්න,REPHRASE,Explain it in other ways,EXPLAIN,False,"{""language_style"": ""simple""}",1.794,4.634,6.428
gen_256,මේකේ අර්ථය වෙනස් නොකර වෙන විදිහකට හදලා කියන්න,REPHRASE,Don't change the meaning of this.,EXPLAIN,False,"{""language_style"": ""simple""}",2.342,4.444,6.786
gen_257,ඔය ටික ආයෙත් වෙන වචන වලින් කියන්න,REPHRASE,Let me say that again in other words .,REPEAT,False,"{""language_style"": ""simple""}",2.262,4.463,6.725
gen_258,මට ඒ විදිහට තේරුණේ නෑ වෙන විදිහකට කියන්න,REPHRASE,I don't know how else to say it.,EXPLAIN,False,"{""language_style"": ""simple""}",2.658,4.573,7.23
gen_259,වාක්‍ය රටාව වෙනස් කරලා කියන්න,REPHRASE,Change the sentence pattern and tell me,NEXT_ARTICLE,False,"{""sentence_pattern"": ""Tell me""}",1.839,4.679,6.517
gen_260,වෙන විදිහකට කිව්වොත් කොහොමද,REPHRASE,"In other words, how?",EXPLAIN,False,"{""language_style"": ""simple""}",1.54,4.528,6.068
gen_261,ආයෙත් සැරයක් මුල ඉඳන් කියවන්න,REPEAT,Read it again from the beginning,READ_HEADLINES,False,"{""speed"": ""fast""}",1.728,4.624,6.352
gen_262,මට ඇහුණේ නෑ නැවත කියන්න,REPEAT,I didn't hear you say it again.,REPEAT,True,"{""speed"": ""fast""}",2.461,4.424,6.884
gen_263,අන්තිමට කියපු වාක්‍යය ආයේ කියන්න,REPEAT,Say the last sentence again,REPEAT,True,"{""speed"": ""fast""}",1.417,4.285,5.703
gen_264,ඔය කියපු ටික ආයෙත් කියන්න පුළුවන්ද,REPEAT,Can you repeat what you said ?,REPEAT,True,"{""speed"": ""fast""}",2.0,4.413,6.413
gen_265,නැවත වරක් කියවන්න,REPEAT,Read it again .,REPEAT,True,"{""speed"": ""fast""}",1.178,4.566,5.745
gen_266,දැන් කියවන එක නවත්වන්න,STOP,Stop reading now,STOP,True,"{""speed"": ""fast""}",1.048,4.36,5.408
gen_267,කියවීම නවතන්න,STOP,Stop reading,STOP,True,"{""speed"": ""fast""}",1.117,4.256,5.373
gen_268,පොඩ්ඩක් ඉන්න ඔතනින් නවත්වන්න,STOP,Just wait there and stop .,STOP,True,"{""speed"": ""fast""}",1.7,4.521,6.221
gen_269,හරි දැන් ඇති,STOP,"Okay , that 's enough .",STOP,True,"{""language_style"": ""simple""}",1.787,4.711,6.499
gen_270,කියවලා ඉවර කරන්න,STOP,Read it and finish it.,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",1.643,4.685,6.328
gen_271,අද පත්තරේ සිරස්තල ටික කියවන්න,READ_HEADLINES,Read the headlines of today's paper,READ_HEADLINES,True,"{""language_style"": ""simple""}",2.268,4.799,7.067
gen_272,ප්‍රධාන සිරස්තල මොනවද තියෙන්නේ,READ_HEADLINES,What are the main headlines?,READ_HEADLINES,True,"{""language_style"": ""simple""}",1.791,4.885,6.677
gen_273,මුල් පිටුවේ තියෙන සිරස්තල කියවන්න,READ_HEADLINES,Read the headlines on the original page,READ_HEADLINES,True,"{""language_style"": ""simple""}",2.022,4.924,6.946
gen_274,වෙනත් ප්‍රවෘත්ති සිරස්තල මොනවද,READ_HEADLINES,What are the other headlines?,READ_HEADLINES,True,"{""language_style"": ""simple""}",1.895,4.669,6.564
gen_275,අද දවසේ සිරස්තල අහන්න ඕනේ,READ_HEADLINES,I need to hear the headlines today .,READ_HEADLINES,True,"{""language_style"": ""simple""}",2.356,4.662,7.018
gen_276,ක්‍රීඩා පුවත් පිටුවට යන්න,NAVIGATE_SECTION,Go to the sports news page,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.596,4.4,5.996
gen_277,විදේශ පුවත් තියෙන කොටසට යන්න,NAVIGATE_SECTION,Go to the section with foreign news,NAVIGATE_SECTION,True,"{""language_style"": ""simple""}",1.844,4.56,6.405
gen_278,ව්‍යාපාරික පුවත් පිටුව පෙරලන්න,NAVIGATE_SECTION,Business news page,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.105,4.375,5.481
gen_279,කතුවැකිය තියෙන තැනට යන්න,NAVIGATE_SECTION,Go to the place where the library is,NAVIGATE_PAGE_NUMBER,False,"{""language_style"": ""simple""}",2.211,4.71,6.921
gen_280,ප්‍රාදේශීය පුවත් කොටසට යමු,NAVIGATE_SECTION,Let's go to the local news section,NAVIGATE_SECTION,True,"{""language_style"": ""simple""}",2.346,4.675,7.021
gen_281,පත්තරේ මුලටම යන්න,GO_TO_START,Go to the top of the paper,GO_TO_START,True,"{""language_style"": ""simple""}",1.831,4.556,6.387
gen_282,පළවෙනි පිටුවට ආපහු යන්න,GO_TO_START,Go back to the first page,GO_TO_START,True,"{""language_style"": ""simple""}",1.613,4.704,6.317
gen_283,අගටම යන්න,GO_TO_END,I'm going to go.,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.858,4.499,6.357
gen_284,පත්තරේ අන්තිම පිටුවට යන්න,GO_TO_END,Go to the last page of the paper,GO_TO_END,True,"{""language_style"": ""simple""}",2.146,4.955,7.1
gen_285,හත්වෙනි පිටුවට යන්න,NAVIGATE_PAGE_NUMBER,Go to page seven .,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.438,4.487,5.925
gen_286,පිටු අංක පහළොව පෙරලන්න,NAVIGATE_PAGE_NUMBER,Page number five,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.006,4.697,5.703
gen_287,මේ පිටුවේ මොනවද තියෙන්නේ,IDENTIFY_CONTENT,What's on this page?,READ_ARTICLE,False,"{""language_style"": ""simple""}",1.808,4.785,6.593
gen_288,මේ ප්‍රවෘත්තිය ඇතුලේ තියෙන අන්තර්ගතය මොකක්ද,IDENTIFY_CONTENT,What's in this news?,READ_ARTICLE,False,"{""language_style"": ""simple""}",1.851,4.713,6.564
gen_289,මේකේ ඇතුලත් වෙලා තියෙන දේවල් මොනවද,IDENTIFY_CONTENT,What's in this?,READ_ARTICLE,False,"{""language_style"": ""simple""}",1.645,4.534,6.178
gen_290,මේ පිටුවේ මාතෘකා ටික කියන්න,IDENTIFY_CONTENT,Tell me some of the topics on this page,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",2.418,4.98,7.398
gen_291,හ්ම් මට මේකේ සාරාංශයක් විතරක් කිව්වා නම් ඇති,SUMMARIZE,I wish I could just summarize this.,SUMMARIZE,True,"{""language_style"": ""simple""}",2.563,4.746,7.308
gen_292,ඇත්තටම මට ඕනේ අද පත්තරේ දේශපාලන පුවත් මොනවද කියලා දැනගන්න ඒ කොටසට යන්න,NAVIGATE_SECTION,I really want to know what the political news is in today's paper to go to that section,NAVIGATE_SECTION,True,"{""language_style"": ""simple""}",4.608,5.366,9.974
gen_293,මට මේ ලිපිය නම් තේරෙනවා මදි ඒ නිසා තව ටිකක් සරල කරලා මට කියල දෙන්න පුළුවන්ද,SIMPLIFY,I don't understand this article well enough so can you simplify it a little bit and tell me?,SIMPLIFY,True,"{""language_style"": ""simple""}",5.369,4.673,10.042
gen_294,අර කලින් කියවපු ප්‍රවෘත්තිය ගොඩක් වැදගත් වගේ ආපහු ඒකට යන්න,PREVIOUS_ARTICLE,That old news you read is so important to go back to .,PREVIOUS_ARTICLE,True,"{""language_style"": ""simple""}",2.643,4.808,7.451
gen_295,ඔව් ඊළඟ පිටුවට යමු නේද,NEXT_PAGE,"Yeah , let 's go to the next page , shall we ?",NEXT_PAGE,True,"{""language_style"": ""simple""}",2.991,4.65,7.641
gen_296,පොඩ්ඩක් ඉන්න අර අන්තිමට කියපු වාක්‍යය මට හරියට ඇහුනේ නෑ ඒක ආයේ කියන්න,REPEAT,"Wait a minute. That last sentence I said, I didn't hear it.",REPEAT,True,{},3.587,4.294,7.881
gen_297,මට වෙලාව නෑ ඒ නිසා මේ සම්පූර්ණ ප්‍රවෘත්තියම නැතුව වැදගත්ම දේවල් ටික විතරක් තෝරලා කියන්න,SUMMARIZE,I don't have time so I'm gonna pick out the most important things without this full news.,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",4.809,4.898,9.707
gen_298,මේ ලිපියේ තේරුම මට හිතාගන්න අමාරුයි වෙන විදිහකට මේක පැහැදිලි කරන්න,REPHRASE,I can't imagine how else to explain this.,EXPLAIN,False,"{""language_style"": ""simple""}",2.502,4.51,7.012
gen_299,හරි දැන් කියෙව්වා ඇති ඔතනින් නවත්වමු,STOP,"Okay, now I've read enough. Let's stop there.",STOP,True,{},3.085,4.062,7.147
gen_300,මේක ඇතුලේ තියෙන දේවල් මොනවද කියලා මට කෙටියෙන් හඳුන්වලා දෙන්න පුළුවන්ද,IDENTIFY_CONTENT,Can I briefly tell you what's inside this?,SUMMARIZE,False,"{""detail_level"": ""brief""}",2.637,4.854,7.491
gen_301,ඊළඟ පිටුවට යමුකෝ,NEXT_PAGE,Let's go to the next page.,NEXT_PAGE,True,"{""language_style"": ""simple""}",2.039,4.824,6.863
gen_302,තව ඉස්සරහට යන්න පුළුවන්ද,NEXT_PAGE,Can you go further?,NEXT_PAGE,True,"{""language_style"": ""simple""}",1.253,4.572,5.825
gen_303,ඊළඟට තියෙන පිටුව පෙන්නන්න,NEXT_PAGE,Show me the next page,NEXT_PAGE,True,"{""language_style"": ""simple""}",1.252,4.79,6.041
gen_304,අපි ඊළඟ පිටුවට යමු,NEXT_PAGE,Let's go to the next page.,NEXT_PAGE,True,"{""language_style"": ""simple""}",2.045,4.689,6.734
gen_305,පිටුවක් ඉස්සරහට දාන්න,NEXT_PAGE,Put a page in front of you,GO_TO_START,False,"{""language_style"": ""simple""}",1.615,4.805,6.421
gen_306,ආයෙත් පස්සට යමු,PREVIOUS_PAGE,Let's go back again.,REPEAT,False,"{""speed"": ""fast""}",1.674,4.695,6.369
